,PlotName,BiomassSum,SampleID,N,P,K,Mg,Ca,C,Site,TrapName,Species,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
230,TNNP North+N11,200.5059589,TN_N11_BEPA,1.57,0.171,1.27,0.27,0.35,50.39,TN,N11,BEPA,0.251863275,0.007847298,0.000854706,0.020969908,0.000560253,2.76E-05,37.42934381,759.9305177,20.30306813
231,TNNP North+N7,10.91336198,TN_N7_BEPA,2.47,0.17,2.62,0.17,0.19,50.51,TN,N7,BEPA,0.013741341,0.000671968,4.62E-05,0.001144092,4.80E-05,1.49E-06,23.84777814,766.2210601,32.12966238
232,TNNP North+N9,206.2594335,TN_N9_BEPA,1.72,0.143,0.95,0.16,0.35,50.28,TN,N9,BEPA,0.258524849,0.00884373,0.000735264,0.021524545,0.000631393,2.37E-05,34.09057524,906.7443728,26.59809541
233,Unicorn+A1,2.57042882,UNI_A1_BEPA ,1.23,0.086,1.27,0.15,0.33,51.53,UNI,A1,BEPA,0.003301862,7.88E-05,5.51E-06,0.00027491,5.63E-06,1.78E-07,48.85652102,1545.209355,31.6274946
234,Unicorn+A11,101.6626189,UNI_A11_BEPA ,1.63,0.159,1.3,0.21,0.53,50.46,UNI,A11,BEPA,0.127879739,0.004130875,0.00040295,0.010647151,0.000294921,1.30E-05,36.10165813,818.4191059,22.6698481
235,Unicorn+A13,2.39685278,UNI_A13_BEPA,2.55,0.208,1.52,0.24,0.67,49.97,UNI,A13,BEPA,0.002985684,0.000152361,1.24E-05,0.000248585,1.09E-05,4.01E-07,22.8526557,619.5432819,27.1103407
236,Unicorn+A3,100.3657281,UNI_A3_BEPA,1.34,0.134,1.29,0.18,0.4,50.68,UNI,A3,BEPA,0.126798831,0.003352613,0.000335261,0.010557156,0.000239358,1.08E-05,44.10616678,975.3431661,22.11353281
237,Unicorn+A7,4.060166279,UNI_A7_BEPA ,1.36,0.074,1.12,0.1,0.29,51.25,UNI,A7,BEPA,0.005187175,0.00013765,7.49E-06,0.000431879,9.83E-06,2.42E-07,43.94631545,1786.026044,40.64108733
238,Unicorn+A9,2.201468137,UNI_A9_BEPA ,1.11,0.065,0.55,0.11,0.43,51.68,UNI,A9,BEPA,0.002836143,6.09E-05,3.57E-06,0.000236135,4.35E-06,1.15E-07,54.29589967,2050.382025,37.76310987
239,Unicorn+C10,22.47250565,UNI_C10_BEPA,2.21,0.25,1.66,0.27,0.47,49.68,UNI,C10,BEPA,0.027830838,0.001238047,0.000140051,0.00231717,8.84E-05,4.52E-06,26.21542006,512.4685476,19.548363
240,Unicorn+C12,768.1069257,UNI_C12_BEPA ,1.49,0.131,1.04,0.12,0.26,51.26,UNI,C12,BEPA,0.981507192,0.028529959,0.002508339,0.0817194,0.002036879,8.10E-05,40.11989991,1009.097067,25.1520335
241,Unicorn+C14,159.164892,UNI_C14_BEPA,1.33,0.143,1.45,0.12,0.2,50.94,UNI,C14,BEPA,0.202115408,0.005277061,0.000567383,0.016827946,0.000376753,1.83E-05,44.66576814,918.6467453,20.56713191
242,Unicorn+C2,179.6374329,UNI_C2_BEPA,0.94,0.084,0.91,0.12,0.23,51.16,UNI,C2,BEPA,0.229097621,0.004209378,0.000376157,0.01907446,0.000300526,1.21E-05,63.47024719,1570.640845,24.74609624
243,Unicorn+C4,2.718055059,UNI_C4_BEPA,1.81,0.229,1.69,0.19,0.33,49.78,UNI,C4,BEPA,0.003372922,0.000122639,1.55E-05,0.000280826,8.76E-06,5.01E-07,32.07331317,560.5896141,17.47838183
244,Unicorn+C6,1.912887853,UNI_C6_BEPA,1.87,0.244,2.17,0.28,0.38,49.62,UNI,C6,BEPA,0.002366135,8.92E-05,1.16E-05,0.000197002,6.37E-06,3.76E-07,30.94444236,524.4360904,16.94766654
245,Unicorn+F11,118.2974806,UNI_F11_BEPA ,1.65,0.205,2.04,0.18,0.2,50.45,UNI,F11,BEPA,0.148774969,0.004865782,0.000604537,0.012386869,0.00034739,1.95E-05,35.65699448,634.6480457,17.79869714
246,Unicorn+F3,5.250281449,UNI_F3_BEPA,1.31,0.139,1.21,0.18,0.31,50.74,UNI,F3,BEPA,0.006640889,0.000171454,1.82E-05,0.000552914,1.22E-05,5.87E-07,45.16964473,941.3720511,20.8408115
247,Unicorn+I10,74.00285709,UNI_I10_BEPA,1.37,0.091,1.02,0.19,0.44,51.58,UNI,I10,BEPA,0.095153119,0.002527332,0.000167874,0.007922362,0.000180437,5.42E-06,43.90644534,1461.724691,33.29180214
248,Unicorn+I12,70.09188113,UNI_I12_BEPA,1.49,0.106,0.63,0.17,0.73,51.03,UNI,I12,BEPA,0.089163373,0.002603438,0.000185211,0.007423662,0.000185871,5.98E-06,39.93988475,1241.496046,31.08411687
249,Unicorn+I6,6.58562507,UNI_I6_BEPA,1.68,0.145,2.07,0.26,0.41,49.82,UNI,I6,BEPA,0.008178882,0.000275803,2.38E-05,0.000680966,1.97E-05,7.69E-07,34.58294301,886.056383,25.62119663
250,Unicorn+L10,579.6463571,UNI_L10_BEPA ,1.56,0.097,1.19,0.15,0.29,51.62,UNI,L10,BEPA,0.745889192,0.022541401,0.001401613,0.062102058,0.00160933,4.53E-05,38.58876764,1372.372173,35.56403215
251,Unicorn+L14,107.8297235,UNI_L14_BEPA,1.57,0.115,0.86,0.17,0.32,50.84,UNI,L14,BEPA,0.136658685,0.004220184,0.000309122,0.011378078,0.000301297,9.98E-06,37.7636007,1140.074781,30.18977957
252,Unicorn+L6,35.43926698,UNI_L6_BEPA,1.62,0.112,1.47,0.21,0.41,51.24,UNI,L6,BEPA,0.045267557,0.001431176,9.89E-05,0.003768936,0.000102178,3.19E-06,36.88600442,1179.822668,31.98564567
253,Unicorn+L8,7.746138135,UNI_L8_BEPA,1.44,0.125,1.39,0.14,0.31,51.15,UNI,L8,BEPA,0.009876978,0.000278062,2.41E-05,0.000822348,1.99E-05,7.79E-07,41.4238684,1055.26434,25.4747898
254,Unicorn+N11,6.248071493,UNI_N11_BEPA,1.14,0.081,0.83,0.12,0.26,50.61,UNI,N11,BEPA,0.00788271,0.00017756,1.26E-05,0.000656307,1.27E-05,4.07E-07,51.77248291,1611.302036,31.12274988
255,Unicorn+N5,3.835672602,UNI_N5_BEPA ,0.84,0.053,0.83,0.08,0.16,51.09,UNI,N5,BEPA,0.004885068,8.03E-05,5.07E-06,0.000406726,5.73E-06,1.64E-07,70.9290469,2485.911541,35.04786332
256,Unicorn+N7,1.891303048,UNI_N7_BEPA,1.07,0.109,1.44,0.11,0.18,51.14,UNI,N7,BEPA,0.002411099,5.04E-05,5.14E-06,0.000200746,3.60E-06,1.66E-07,55.73711089,1209.928936,21.70777991
257,Unicorn+N9,6.383515443,UNI_N9_BEPA ,1.66,0.195,1.79,0.2,0.33,49.71,UNI,N9,BEPA,0.007910371,0.000264156,3.10E-05,0.00065861,1.89E-05,1.00E-06,34.92232764,657.4077042,18.82485357
258,Bloomfield+A3,636.4397857,BL_A3_VAAN,1.17,0.109,0.31,0.12,0.39,50.83,BL,A3,VAAN,0.80643735,0.018562497,0.001729327,0.067143243,0.001325258,5.58E-05,50.66426603,1202.5946,23.73654439
259,Bloomfield+A7,829.6625254,BL_A7_VAAN,1.09,0.121,0.4,0.1,0.4,51.15,BL,A7,VAAN,1.057889522,0.022543491,0.002502534,0.088078923,0.001609479,8.08E-05,54.72511055,1090.149112,19.92045518
260,Bloomfield+A9,3587.749832,BL_A9_VAAN,1.14,0.128,0.37,0.09,0.39,51.31,BL,A9,VAAN,4.588992743,0.101957742,0.011447887,0.382075378,0.007279212,0.000369599,52.48856152,1033.755141,19.69486516
261,Bloomfield+C10,947.9550397,BL_C10_VAAN,1.08,0.119,0.36,0.09,0.37,50.88,BL,C10,VAAN,1.202342077,0.025521412,0.002812082,0.100105912,0.001822086,9.08E-05,54.94027825,1102.619779,20.06942473
262,Bloomfield+C12,1927.423533,BL_C12_VAAN ,1.27,0.114,0.41,0.11,0.39,50.47,BL,C12,VAAN,2.424954897,0.061020264,0.00547741,0.201899548,0.004356505,0.00017684,46.34438157,1141.705494,24.63525146
263,Bloomfield+C14,2631.652858,BL_C14_VAAN,1.31,0.101,0.39,0.1,0.46,51.01,BL,C14,VAAN,3.346394423,0.085939555,0.006625874,0.278617768,0.006135603,0.000213919,45.4100035,1302.445583,28.68190889
264,Bloomfield+C2,17.34555892,BL_C2_VAAN,0.95,0.087,0.29,0.06,0.27,51.54,BL,C2,VAAN,0.022285681,0.000410776,3.76E-05,0.001855486,2.93E-05,1.21E-06,63.26861338,1527.744747,24.14696111
265,Bloomfield+C4,1478.484676,BL_C4_VAAN,1.09,0.106,0.36,0.09,0.36,50.77,BL,C4,VAAN,1.871187012,0.040173209,0.003906752,0.155793335,0.002868142,0.000126131,54.31855059,1235.170571,22.73938751
266,Bloomfield+C6,1638.98076,BL_C6_VAAN,1.42,0.143,0.46,0.1,0.4,50.68,BL,C6,VAAN,2.070635546,0.058017018,0.005842559,0.172399239,0.00414209,0.000188629,41.62131231,913.9579319,21.95889272
267,Bloomfield+E1,7.168656322,BL_E1_VAAN,1.2,0.082,0.38,0.09,0.38,51.07,BL,E1,VAAN,0.009126344,0.000214443,1.47E-05,0.000759851,1.53E-05,4.73E-07,49.63089641,1606.118716,32.36126753
268,Bloomfield+F1,682.5330237,BL_F1_VAAN,1.42,0.132,0.44,0.11,0.35,51.26,BL,F1,VAAN,0.872158614,0.024160461,0.002245902,0.072615136,0.001724922,7.25E-05,42.09764146,1001.452392,23.78880045
269,Bloomfield+F11,3837.257747,BL_F11_VAAN ,1.29,0.107,0.36,0.12,0.44,51.32,BL,F11,VAAN,4.909088061,0.123396797,0.010235238,0.408726224,0.008809841,0.000330449,46.3942806,1236.882678,26.66024049
270,Bloomfield+F13,149.168894,BL_F13_VAAN ,1.22,0.11,0.38,0.09,0.34,51.21,BL,F13,VAAN,0.190426002,0.004536609,0.000409038,0.015854696,0.000323888,1.32E-05,48.95109968,1200.570667,24.52591821
271,Bloomfield+F3,993.6907396,BL_F3_VAAN,1.63,0.144,0.46,0.1,0.35,51.67,BL,F3,VAAN,1.279920242,0.040376814,0.003567031,0.106565,0.002882679,0.000115163,36.96735385,925.3405774,25.03129061
272,Bloomfield+F5,2276.137421,BL_F5_VAAN,1.45,0.128,0.42,0.14,0.59,52.18,BL,F5,VAAN,2.960709227,0.082273445,0.007262759,0.246505968,0.005873864,0.000234481,41.96658014,1051.283245,25.05048639
273,Bloomfield+F9,32.89793234,BL_F9_VAAN,1.58,0.121,0.52,0.12,0.41,51.09,BL,F9,VAAN,0.041898426,0.001295743,9.92E-05,0.003488425,9.25E-05,3.20E-06,37.70911354,1088.870344,28.87552218
274,Bloomfield+G14,3923.640156,BL_G14_VAAN,1.28,0.114,0.37,0.09,0.42,51.12,BL,G14,VAAN,5.000037013,0.125196545,0.011150317,0.416298552,0.008938333,0.000359992,46.57451949,1156.409448,24.82922982
275,Bloomfield+I10,1260.61552,BL_I10_VAAN,1.46,0.117,0.5,0.13,0.44,50.94,BL,I10,VAAN,1.600791589,0.04588056,0.00367673,0.133280457,0.003275615,0.000118705,40.68867919,1122.790466,27.59466487
276,Bloomfield+I12,166.8796515,BL_I12_VAAN,1.17,0.103,0.35,0.07,0.3,50.86,BL,I12,VAAN,0.211579187,0.004867237,0.000428483,0.017615891,0.000347493,1.38E-05,50.69416821,1273.399775,25.11925572
277,Bloomfield+I14,227.7919058,BL_I14_VAAN,1.09,0.107,0.37,0.08,0.38,52.04,BL,I14,VAAN,0.295507685,0.006189535,0.000607597,0.024603702,0.000441898,1.96E-05,55.67731678,1254.23567,22.52686987
278,Bloomfield+I2,249.7168384,BL_I2_VAAN,1.42,0.124,0.39,0.1,0.35,51.57,BL,I2,VAAN,0.321024489,0.008839534,0.000771903,0.026728208,0.000631093,2.49E-05,42.35223117,1072.509342,25.32356177
279,Bloomfield+I4,169.9122222,BL_I4_VAAN,1.17,0.135,0.42,0.09,0.32,50.75,BL,I4,VAAN,0.214958127,0.004955685,0.00057181,0.017897219,0.000353808,1.85E-05,50.58452687,969.455582,19.16506177
280,Bloomfield+I6,365.8585944,BL_I6_VAAN,0.94,0.087,0.31,0.07,0.29,51.54,BL,I6,VAAN,0.470057384,0.00857303,0.000793461,0.039136552,0.000612066,2.56E-05,63.94168374,1527.744747,23.89278258
281,Bloomfield+I8,515.9421931,BL_I8_VAAN,1.39,0.094,0.32,0.11,0.48,51.53,BL,I8,VAAN,0.662757104,0.017877593,0.001208988,0.055180556,0.00127636,3.90E-05,43.23274882,1413.702176,32.69979852
282,Bloomfield+J1,3301.484313,BL_J1_VAAN,1.61,0.155,0.45,0.11,0.33,51.27,BL,J1,VAAN,4.219546322,0.132503795,0.012756577,0.351315604,0.009460029,0.000411851,37.1368402,853.0161562,22.96954053
283,Bloomfield+K1,1688.685412,BL_K1_VAAN ,1.18,0.078,0.25,0.07,0.31,51.48,BL,K1,VAAN,2.16710769,0.049673409,0.003283497,0.180431423,0.003546403,0.000106009,50.87729797,1702.039258,33.45380604
284,Bloomfield+L10,7251.544036,BL_L10_VAAN,1.32,0.121,0.41,0.09,0.4,51.53,BL,L10,VAAN,9.315020919,0.238614935,0.021873036,0.775560202,0.017035771,0.000706179,45.52539459,1098.247971,24.12385397
285,Bloomfield+L12,523.9495019,BL_L12_VAAN,1.49,0.141,0.41,0.08,0.34,51.62,BL,L12,VAAN,0.674218454,0.019461168,0.001841627,0.056134818,0.001389418,5.95E-05,40.40166277,944.1141899,23.36820134
286,Bloomfield+L14,8507.36487,BL_L14_VAAN,1.28,0.121,0.39,0.09,0.38,52.21,BL,L14,VAAN,11.07240483,0.271455242,0.025661003,0.921878394,0.019380385,0.000828476,47.56759903,1112.740667,23.3928281
287,Bloomfield+L2,130.380252,BL_L2_VAAN,1.1,0.073,0.32,0.08,0.24,52.38,BL,L2,VAAN,0.17024349,0.003575178,0.000237262,0.014174319,0.000255248,7.66E-06,55.53161658,1850.411298,33.32176177
288,Bloomfield+L4,693.0242517,BL_L4_VAAN,1.26,0.087,0.4,0.08,0.43,52.63,BL,L4,VAAN,0.909232615,0.021767682,0.001503007,0.075701884,0.001554091,4.85E-05,48.71136867,1560.054444,32.02649579
289,Bloomfield+L6,161.1552633,BL_L6_VAAN ,1.31,0.12,0.4,0.11,0.45,52.21,BL,L6,VAAN,0.209744891,0.005262705,0.00048208,0.01746317,0.000375728,1.56E-05,46.47826471,1122.013506,24.14060665
290,Bloomfield+N1,416.7094977,BL_N1_VAAN,1.05,0.086,0.29,0.09,0.38,52.38,BL,N1,VAAN,0.544116752,0.010907266,0.000893357,0.045302668,0.000778718,2.88E-05,58.17597928,1570.697962,26.99908076
291,Bloomfield+N11,382.4076385,BL_N11_VAAN,1.69,0.167,0.53,0.11,0.43,52.77,BL,N11,VAAN,0.503045023,0.016110405,0.001591975,0.041883073,0.001150193,5.14E-05,36.41395885,814.8848817,22.37836554
292,Bloomfield+N13,208.7391524,BL_N13_VAAN ,1.55,0.134,0.47,0.1,0.36,52.2,BL,N13,VAAN,0.271623676,0.008065454,0.000697272,0.022615141,0.000575828,2.25E-05,39.27410639,1004.595763,25.57908646
293,Bloomfield+N3,224.4982958,BL_N3_VAAN,1.6,0.11,0.41,0.08,0.34,52.72,BL,N3,VAAN,0.295040512,0.008954189,0.0006156,0.024564806,0.000639279,1.99E-05,38.42580074,1235.971208,32.16513863
294,Bloomfield+N5,906.0553287,BL_N5_VAAN,1.29,0.093,0.43,0.1,0.38,52.37,BL,N5,VAAN,1.182852239,0.029136517,0.00210054,0.098483206,0.002080184,6.78E-05,47.34350108,1452.196089,30.67361003
295,Bloomfield+N7,178.9066579,BL_N7_VAAN ,1.83,0.116,0.52,0.13,0.45,51.75,BL,N7,VAAN,0.230796947,0.008161515,0.000517342,0.019215945,0.000582687,1.67E-05,32.97818666,1150.477163,34.88600435
296,Bloomfield+N9,815.7026571,BL_N9_VAAN,1.54,0.139,0.53,0.11,0.39,51.84,BL,N9,VAAN,1.054120048,0.031314523,0.002826441,0.08776508,0.002235682,9.13E-05,39.25651835,961.7801957,24.49988527
297,Dunphys Pond+A11,812.6724637,DP_A11_VAAN,1.39,0.073,0.37,0.09,0.33,52.09,DP,A11,VAAN,1.055268818,0.02815941,0.001478875,0.087860726,0.002010424,4.77E-05,43.70257881,1840.166562,42.10658987
298,Dunphys Pond+A13,1315.12109,DP_A13_VAAN,1.85,0.113,0.48,0.13,0.48,51.56,DP,A13,VAAN,1.690331383,0.060649982,0.003704566,0.140735459,0.004330069,0.000119603,32.50189536,1176.68469,36.20357141
299,Dunphys Pond+A3,95.93697257,DP_A3_VAAN,1.16,0.072,0.29,0.11,0.48,51.95,DP,A3,VAAN,0.12424095,0.002774196,0.000172192,0.010344189,0.000198062,5.56E-06,52.22699881,1860.710006,35.62735841
300,Dunphys Pond+A5,3900.769457,DP_A5_VAAN ,1.16,0.065,0.38,0.13,0.45,52.48,DP,A5,VAAN,5.103138005,0.11279802,0.006320579,0.424882647,0.008053147,0.000204062,52.75982479,2082.121685,39.46415086
301,Dunphys Pond+A7,42.70773962,DP_A7_VAAN ,1.2,0.047,0.33,0.1,0.38,52.7,DP,A7,VAAN,0.056106142,0.001277559,5.00E-05,0.004671347,9.12E-05,1.62E-06,51.21496457,2891.60119,56.46008377
302,Dunphys Pond+A9,59.90605615,DP_A9_VAAN,1.43,0.083,0.4,0.12,0.43,51.78,DP,A9,VAAN,0.077326077,0.002135502,0.000123949,0.006438099,0.000152463,4.00E-06,42.22731968,1608.827908,38.09921918
303,Dunphys Pond+C10,188.9444626,DP_C10_VAAN,1.48,0.088,0.42,0.14,0.43,51.45,DP,C10,VAAN,0.242333107,0.006970904,0.000414486,0.020176435,0.000497684,1.34E-05,40.54069328,1507.746554,37.19094154
304,Dunphys Pond+C12,298.449046,DP_C12_VAAN,1.36,0.087,0.38,0.1,0.43,52.16,DP,C12,VAAN,0.388061878,0.010118178,0.000647266,0.03230968,0.000722381,2.09E-05,44.72663052,1546.12274,34.56828117
305,Dunphys Pond+C14,510.9754655,DP_C14_VAAN ,1.55,0.097,0.48,0.14,0.4,51.61,DP,C14,VAAN,0.657396081,0.019743537,0.001235563,0.054734202,0.001409578,3.99E-05,38.83020366,1372.106312,35.33605758
306,Dunphys Pond+C2,933.5815226,DP_C2_VAAN ,1.11,0.085,0.36,0.13,0.46,51.68,DP,C2,VAAN,1.20272948,0.025832618,0.001978173,0.100138167,0.001844304,6.39E-05,54.29589967,1567.939196,28.87767226
307,Dunphys Pond+C4,698.3102122,DP_C4_VAAN,1.86,0.129,0.61,0.13,0.44,51.94,DP,C4,VAAN,0.904156361,0.032378337,0.002245594,0.075279239,0.002311632,7.25E-05,32.56540687,1038.335906,31.8846287
308,Dunphys Pond+C6,200.9855795,DP_C6_VAAN,1.29,0.068,0.38,0.12,0.5,52.01,DP,C6,VAAN,0.260582326,0.006463203,0.000340696,0.021695848,0.000461437,1.10E-05,47.01805406,1972.438989,41.95067254
309,Dunphys Pond+C8,67.44064593,DP_C8_VAAN ,1.85,0.121,0.46,0.13,0.49,51.31,DP,C8,VAAN,0.086261487,0.003110188,0.000203423,0.007182053,0.00022205,6.57E-06,32.34430277,1093.559158,33.80994686
310,Dunphys Pond+E1,7230.233381,DP_E1_VAAN,1.15,0.081,0.35,0.1,0.43,52.5,DP,E1,VAAN,9.462476693,0.207273299,0.01459925,0.787837236,0.014798154,0.000471342,53.23888735,1671.475141,31.39575646
311,Dunphys Pond+F1,67.92122058,DP_F1_VAAN ,1.11,0.082,0.39,0.11,0.42,51.42,DP,F1,VAAN,0.087062425,0.001879411,0.000138839,0.007248739,0.000134179,4.48E-06,54.02273918,1617.125992,29.93417246
312,Dunphys Pond+F11,223.7962211,DP_F11_VAAN ,0.99,0.06,0.33,0.1,0.34,52.14,DP,F11,VAAN,0.290882088,0.005523078,0.000334732,0.024218579,0.000394317,1.08E-05,61.41908465,2241.018357,36.48732914
313,Dunphys Pond+F13,1220.821369,DP_F13_VAAN,0.98,0.068,0.4,0.09,0.45,52.15,DP,F13,VAAN,1.587082996,0.029824378,0.002069447,0.132139092,0.002129294,6.68E-05,62.05770985,1977.748381,31.86950317
314,Dunphys Pond+F3,802.4259022,DP_F3_VAAN ,1.24,0.063,0.36,0.09,0.42,52.2,DP,F3,VAAN,1.044163831,0.024803892,0.001260198,0.086936135,0.001770859,4.07E-05,49.09263299,2136.759242,43.5250487
315,Dunphys Pond+F5,823.1354146,DP_F5_VAAN ,1.08,0.053,0.32,0.09,0.33,51.93,DP,F5,VAAN,1.065572032,0.022160943,0.001087528,0.088718562,0.001582167,3.51E-05,56.07406937,2526.783839,45.06153855
316,Dunphys Pond+F7,235.9754409,DP_F7_VAAN ,1.32,0.056,0.33,0.1,0.42,52.58,DP,F7,VAAN,0.309300478,0.007764866,0.000329419,0.025752078,0.000554368,1.06E-05,46.45304187,2421.353469,52.12475591
317,Dunphys Pond+F9,1482.170241,DP_F9_VAAN,1.35,0.055,0.35,0.12,0.42,51.81,DP,F9,VAAN,1.914277456,0.049879841,0.002032142,0.159381007,0.003561142,6.56E-05,44.75559459,2429.274214,54.27867144
318,Dunphys Pond+G14,82.34638465,DP_G14_VAAN,1.11,0.061,0.41,0.09,0.32,52.21,DP,G14,VAAN,0.107174492,0.002278561,0.000125218,0.008923251,0.000162677,4.04E-06,54.85272681,2207.239684,40.23937937
319,Dunphys Pond+I10,6.654508481,DP_I10_VAAN ,1.25,0.069,0.35,0.08,0.27,51.88,DP,I10,VAAN,0.008606155,0.000207357,1.14E-05,0.000716541,1.48E-05,3.70E-07,48.40134853,1938.994219,40.06074784
320,Dunphys Pond+I12,1520.06639,DP_I12_VAAN ,1.28,0.091,0.39,0.15,0.59,52.18,DP,I12,VAAN,1.977242035,0.048502679,0.003448237,0.16462338,0.00346282,0.000111328,47.54026657,1478.72808,31.10474945
321,Dunphys Pond+I14,1104.058858,DP_I14_VAAN ,1.24,0.059,0.36,0.13,0.53,52.14,DP,I14,VAAN,1.435015054,0.034127707,0.001623818,0.119478053,0.002436527,5.24E-05,49.03620468,2279.001719,46.47589946
322,Dunphys Pond+I2,123.506341,DP_I2_VAAN,1.18,0.081,0.39,0.08,0.31,51.89,DP,I2,VAAN,0.159759293,0.003632992,0.000249383,0.013301414,0.000259375,8.05E-06,51.28249789,1652.054192,32.21477619
323,Dunphys Pond+I4,2730.855326,DP_I4_VAAN,1.36,0.076,0.35,0.1,0.44,52.31,DP,I4,VAAN,3.561038068,0.092582905,0.005173751,0.296488803,0.006609901,0.000167037,44.85525388,1774.993493,39.57158503
324,Dunphys Pond+I6,2157.386988,DP_I6_VAAN,1.26,0.073,0.38,0.08,0.42,52.51,DP,I6,VAAN,2.823990795,0.067762872,0.003925944,0.235122915,0.00483789,0.000126751,48.60030342,1855.003766,38.16856348
325,Dunphys Pond+I8,178.9999047,DP_I8_VAAN,1.41,0.116,0.48,0.14,0.45,51.89,DP,I8,VAAN,0.231541943,0.006291658,0.000517612,0.019277972,0.000449189,1.67E-05,42.91726774,1153.589565,26.8793804
326,Dunphys Pond+K1,2573.771061,DP_K1_VAAN,1.64,0.093,0.34,0.14,0.59,52.65,DP,K1,VAAN,3.378014368,0.1052221,0.005966863,0.281250416,0.007512269,0.000192643,37.4388099,1459.960361,38.99590732
327,Dunphys Pond+L10,1912.145758,DP_L10_VAAN,1.08,0.081,0.37,0.11,0.45,52.18,DP,L10,VAAN,2.487243317,0.051479931,0.003860995,0.207085625,0.003675379,0.000124654,56.34401964,1661.287102,29.48471041
328,Dunphys Pond+L12,28510.36271,DP_L12_VAAN,1.02,0.087,0.36,0.1,0.47,52.13,DP,L12,VAAN,37.04961256,0.724930075,0.061832271,3.084717174,0.051755951,0.001996279,59.6012078,1545.233482,25.92621088
329,Dunphys Pond+L14,6731.166092,DP_L14_VAAN ,1.12,0.086,0.34,0.14,0.61,52.85,DP,L14,VAAN,8.868057534,0.187932345,0.014430519,0.738346436,0.013417318,0.000465895,55.02936184,1584.791663,28.79901947
330,Dunphys Pond+L2,2060.834189,DP_L2_VAAN,1.04,0.068,0.33,0.08,0.37,51.97,DP,L2,VAAN,2.669862964,0.053428083,0.003493375,0.222290371,0.003814466,0.000112785,58.27561762,1970.92202,33.82069724
331,Dunphys Pond+L4,9309.826366,DP_L4_VAAN,1.43,0.068,0.32,0.09,0.31,52.44,DP,L4,VAAN,12.17019306,0.33187216,0.015781333,1.013279248,0.023693815,0.000509507,42.76555898,1988.746406,46.5034587
332,Dunphys Pond+L6,3508.615797,DP_L6_VAAN ,1.72,0.076,0.39,0.1,0.46,52.26,DP,L6,VAAN,4.570865301,0.15043797,0.006647259,0.380566104,0.010740429,0.000214609,35.4330442,1773.296883,50.04641636
333,Dunphys Pond+L8,4388.570011,DP_L8_VAAN ,1.36,0.075,0.36,0.12,0.4,51.92,DP,L8,VAAN,5.680033778,0.148783627,0.008204979,0.472914466,0.010622318,0.000264901,44.52083314,1785.250067,40.09920616
334,Dunphys Pond+N1,20.11614648,DP_N1_VAAN,1.4,0.111,0.43,0.1,0.4,51.4,DP,N1,VAAN,0.025775145,0.000702047,5.57E-05,0.002146015,5.01E-05,1.80E-06,42.81565485,1194.168958,27.89094228
335,Dunphys Pond+N11,1280.764955,DP_N11_VAAN,1,0.072,0.32,0.12,0.51,52.5,DP,N11,VAAN,1.676184972,0.031927333,0.002298768,0.139557642,0.002279433,7.42E-05,61.22472046,1880.409534,30.71324001
336,Dunphys Pond+N13,1102.187222,DP_N13_VAAN,1.1,0.068,0.29,0.11,0.44,52.11,DP,N13,VAAN,1.431758099,0.030223257,0.001868347,0.119206882,0.002157771,6.03E-05,55.24537113,1976.231412,35.77189131
337,Dunphys Pond+N3,7499.090279,DP_N3_VAAN,1.6,0.109,0.51,0.16,0.43,52.47,DP,N3,VAAN,9.808731571,0.299103688,0.020376439,0.816666104,0.02135433,0.000657861,38.24358431,1241.395606,32.46023165
338,Dunphys Pond+N5,4868.032452,DP_N5_VAAN ,1.2,0.057,0.36,0.07,0.22,53.16,DP,N5,VAAN,6.451068307,0.145622309,0.00691706,0.537110102,0.010396618,0.00022332,51.66200221,2405.114486,46.55480591
339,Dunphys Pond+N7,1671.254993,DP_N7_VAAN,1.07,0.063,0.26,0.08,0.39,52.52,DP,N7,VAAN,2.188067113,0.04457791,0.002624681,0.182176485,0.003182613,8.47E-05,57.24116277,2149.858149,37.55790493
340,Dunphys Pond+N9,1615.997567,DP_N9_VAAN,1.74,0.1,0.46,0.13,0.47,52.19,DP,N9,VAAN,2.102428345,0.070094373,0.004028412,0.175046279,0.005004346,0.000130059,34.97885233,1345.900438,38.47754709
341,TNNP North+A1,56.22892401,TN_A1_VAAN ,1.52,0.071,0.36,0.12,0.46,52.12,TN,A1,VAAN,0.073056251,0.002130574,9.95E-05,0.006082597,0.000152111,3.21E-06,39.98787507,1893.091894,47.3416477
342,TNNP North+A11,65.77310609,TN_A11_VAAN ,1.22,0.05,0.33,0.08,0.39,52.23,TN,A11,VAAN,0.085637027,0.002000329,8.20E-05,0.007130061,0.000142812,2.65E-06,49.92610694,2693.863953,53.95702005
343,TNNP North+A13,82.79632666,TN_A13_VAAN,1.45,0.067,0.34,0.11,0.53,52.21,TN,A13,VAAN,0.107760095,0.002992763,0.000138286,0.008972008,0.000213667,4.46E-06,41.99070811,2009.576429,47.85764563
344,TNNP North+A3,203.1253927,TN_A3_VAAN,1.31,0.055,0.33,0.1,0.42,52.08,TN,A3,VAAN,0.263711092,0.006633286,0.000278497,0.021956347,0.000473579,8.99E-06,46.36253641,2441.93401,52.67041451
